Target Name	Target Accession	Target Length	Query Name	Query Accession	Query Length	E-value	Score	Bias	Domain Index	Domain Count	Cond. E-value	Domain Ind. E-value	Domain Bit-score	Domain Bias	Query Ali. Start	Query Ali. End	Target Ali. Start	Target Ali. End	Target Env. Start	Target Env. End	Acc	Description	Mapped PDB(s)	Number of Identical Sequences
DAPE_CAUSK	DAPE_CAUSK	387	Peptidase_M20	-	207	1.0e-36	131.5	0.1	1	1	3.4e-39	1.7e-36	130.737838745117	0.11	1	205	71	379	71	381	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_EHRRW	DAPE_EHRRW	383	Peptidase_M20	-	207	1.1e-36	131.4	0.0	1	1	2.8e-39	1.4e-36	131.006576538086	0.01	1	207	68	376	68	376	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_EHRRG	DAPE_EHRRG	383	Peptidase_M20	-	207	1.2e-36	131.3	0.0	1	1	3.0e-39	1.5e-36	130.92546081543	0.01	1	207	68	376	68	376	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_ZYMMO	DAPE_ZYMMO	376	Peptidase_M20	-	207	1.8e-36	130.7	0.0	1	1	6.1e-39	3.2e-36	129.892150878906	0.02	3	204	72	370	70	373	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_CAUVC	DAPE_CAUVC	386	Peptidase_M20	-	207	2.4e-36	130.3	1.4	1	1	8.4e-39	4.3e-36	129.447250366211	1.07	1	206	71	379	71	380	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_CAUVN	DAPE_CAUVN	386	Peptidase_M20	-	207	2.4e-36	130.3	1.4	1	1	8.4e-39	4.3e-36	129.447250366211	1.07	1	206	71	379	71	380	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_ORITI	DAPE_ORITI	388	Peptidase_M20	-	207	2.6e-36	130.2	0.0	1	1	6.8e-39	3.5e-36	129.733016967773	0.00	1	205	68	375	68	376	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_RICRS	DAPE_RICRS	381	Peptidase_M20	-	207	3.1e-36	129.9	0.0	1	1	7.3e-39	3.8e-36	129.649002075195	0.01	2	206	66	378	65	379	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_RICRO	DAPE_RICRO	381	Peptidase_M20	-	207	3.1e-36	129.9	0.0	1	1	7.3e-39	3.8e-36	129.649002075195	0.01	2	206	66	378	65	379	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_WOLSU	DAPE_WOLSU	364	Peptidase_M20	-	207	3.1e-36	129.9	0.0	1	1	7.1e-39	3.7e-36	129.675674438477	0.02	1	205	62	363	62	364	0.92	Succinyl-diaminopimelate desuccinylase		0
DAPE_RICPU	DAPE_RICPU	381	Peptidase_M20	-	207	4.1e-36	129.5	0.0	1	1	9.7e-39	5.0e-36	129.244750976562	0.01	2	206	66	378	65	379	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_RICAE	DAPE_RICAE	381	Peptidase_M20	-	207	4.1e-36	129.5	0.0	1	1	9.7e-39	5.0e-36	129.244750976562	0.01	2	206	66	378	65	379	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_RICCN	DAPE_RICCN	381	Peptidase_M20	-	207	4.1e-36	129.5	0.0	1	1	9.7e-39	5.0e-36	129.244750976562	0.01	2	206	66	378	65	379	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_HELHP	DAPE_HELHP	392	Peptidase_M20	-	207	5.4e-36	129.1	0.0	1	1	1.3e-38	6.8e-36	128.800537109375	0.00	1	206	72	380	72	381	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_STAAM	DAPE_STAAM	400	Peptidase_M20	-	207	6.4e-36	128.9	0.0	1	1	1.8e-38	9.3e-36	128.360656738281	0.01	1	192	68	387	68	398	0.92	Probable succinyl-diaminopimelate desuccinylase		0
DAPE_ERYLH	DAPE_ERYLH	378	Peptidase_M20	-	207	7.2e-36	128.7	0.1	1	1	1.8e-38	9.3e-36	128.36213684082	0.07	1	206	73	373	73	374	0.92	Succinyl-diaminopimelate desuccinylase		0
ACY1A_RAT	ACY1A_RAT	408	Peptidase_M20	-	207	9.8e-36	128.3	0.0	1	1	2.4e-38	1.2e-35	127.950569152832	0.05	1	206	76	396	76	397	0.86	Aminoacylase-1A		0
DAPE_RICM5	DAPE_RICM5	381	Peptidase_M20	-	207	1.1e-35	128.2	0.0	1	1	2.6e-38	1.3e-35	127.861755371094	0.01	2	206	66	378	65	379	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_BLOPB	DAPE_BLOPB	384	Peptidase_M20	-	207	1.1e-35	128.1	0.0	1	1	2.7e-38	1.4e-35	127.792640686035	0.00	1	206	68	378	68	379	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_LEGPL	DAPE_LEGPL	377	Peptidase_M20	-	207	1.2e-35	128.0	0.0	1	1	2.7e-38	1.4e-35	127.769821166992	0.01	2	204	63	370	62	373	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_ORITB	DAPE_ORITB	388	Peptidase_M20	-	207	1.2e-35	128.0	0.0	1	1	3.2e-38	1.7e-35	127.530410766602	0.00	1	205	68	375	68	376	0.95	Succinyl-diaminopimelate desuccinylase		0
Y1078_STAES	Y1078_STAES	383	Peptidase_M20	-	207	1.4e-35	127.8	0.2	1	1	3.3e-38	1.7e-35	127.512451171875	0.21	1	207	63	379	63	379	0.93	Uncharacterized hydrolase SE_1078		0
DAPE_LEGPC	DAPE_LEGPC	377	Peptidase_M20	-	207	1.5e-35	127.7	0.0	1	1	3.4e-38	1.8e-35	127.465255737305	0.01	2	204	63	370	62	373	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_LEGPH	DAPE_LEGPH	377	Peptidase_M20	-	207	2.0e-35	127.3	0.0	1	1	4.6e-38	2.4e-35	127.028953552246	0.01	2	204	63	370	62	373	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_LEGPA	DAPE_LEGPA	377	Peptidase_M20	-	207	2.0e-35	127.3	0.0	1	1	4.6e-38	2.4e-35	127.028953552246	0.01	2	204	63	370	62	373	0.96	Succinyl-diaminopimelate desuccinylase		0
ILL6_ORYSJ	ILL6_ORYSJ	510	Peptidase_M20	-	207	2.2e-35	127.2	1.7	1	1	6.5e-38	3.4e-35	126.535720825195	1.67	1	206	169	484	169	485	0.89	IAA-amino acid hydrolase ILR1-like 6		0
DAPE_CAMJD	DAPE_CAMJD	365	Peptidase_M20	-	207	2.4e-35	127.0	0.0	1	1	5.6e-38	2.9e-35	126.749588012695	0.02	1	207	61	364	61	364	0.93	Succinyl-diaminopimelate desuccinylase		0
ACY1_PIG	ACY1_PIG	407	Peptidase_M20	-	207	2.9e-35	126.7	0.0	1	1	7.9e-38	4.1e-35	126.253814697266	0.05	1	206	76	395	76	396	0.83	Aminoacylase-1		0
DAPE_BUCAP	DAPE_BUCAP	375	Peptidase_M20	-	207	3.0e-35	126.7	0.0	1	1	6.8e-38	3.5e-35	126.476104736328	0.00	2	205	63	370	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
ACY1_MOUSE	ACY1_MOUSE	408	Peptidase_M20	-	207	3.1e-35	126.6	0.0	1	1	7.7e-38	4.0e-35	126.30200958252	0.03	1	206	76	396	76	397	0.85	Aminoacylase-1		0
Y968_STAEQ	Y968_STAEQ	383	Peptidase_M20	-	207	3.3e-35	126.6	0.4	1	1	7.5e-38	3.9e-35	126.341445922852	0.37	1	207	63	379	63	379	0.93	Uncharacterized hydrolase SERP0968		0
Y457_METJA	Y457_METJA	410	Peptidase_M20	-	207	5.2e-35	125.9	0.0	1	1	1.3e-37	6.6e-35	125.583847045898	0.01	2	205	84	409	83	410	0.89	Uncharacterized metallohydrolase MJ0457		0
DAPE_SPHWW	DAPE_SPHWW	377	Peptidase_M20	-	207	6.4e-35	125.6	0.1	1	1	1.8e-37	9.5e-35	125.071571350098	0.14	1	206	67	369	67	370	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_CAMFF	DAPE_CAMFF	365	Peptidase_M20	-	207	8.0e-35	125.3	0.0	1	1	1.9e-37	9.8e-35	125.025566101074	0.01	1	207	60	363	60	363	0.92	Succinyl-diaminopimelate desuccinylase		0
CNDP2_BOVIN	CNDP2_BOVIN	475	Peptidase_M20	-	207	9.1e-35	125.1	0.0	1	1	2.3e-37	1.2e-34	124.735145568848	0.02	1	206	95	468	95	469	0.91	Cytosolic non-specific dipeptidase		0
CNDP2_HUMAN	CNDP2_HUMAN	475	Peptidase_M20	-	207	1.1e-34	124.9	0.0	1	1	2.6e-37	1.4e-34	124.558486938477	0.03	1	206	95	468	95	469	0.91	Cytosolic non-specific dipeptidase	4ruh_B	0
DAPE_ACICJ	DAPE_ACICJ	371	Peptidase_M20	-	207	1.2e-34	124.7	0.2	1	1	2.9e-37	1.5e-34	124.428939819336	0.25	2	206	65	367	64	368	0.93	Succinyl-diaminopimelate desuccinylase		0
CNDP2_RAT	CNDP2_RAT	475	Peptidase_M20	-	207	1.2e-34	124.7	0.0	1	1	3.2e-37	1.6e-34	124.290832519531	0.02	1	206	95	468	95	469	0.91	Cytosolic non-specific dipeptidase		0
CNDP2_MOUSE	CNDP2_MOUSE	475	Peptidase_M20	-	207	1.2e-34	124.7	0.0	1	1	3.2e-37	1.6e-34	124.289245605469	0.02	1	206	95	468	95	469	0.91	Cytosolic non-specific dipeptidase	2zof_A	0
ACY1_PONAB	ACY1_PONAB	408	Peptidase_M20	-	207	1.8e-34	124.1	0.0	1	1	4.5e-37	2.3e-34	123.791152954102	0.03	1	205	76	395	76	397	0.87	Aminoacylase-1		0
ACY1_HUMAN	ACY1_HUMAN	408	Peptidase_M20	-	207	1.9e-34	124.1	0.0	1	1	5.3e-37	2.7e-34	123.563201904297	0.03	1	205	76	395	76	397	0.87	Aminoacylase-1	1q7l_B	0
DAPE_NOVAD	DAPE_NOVAD	375	Peptidase_M20	-	207	1.9e-34	124.1	0.1	1	1	4.5e-37	2.3e-34	123.791328430176	0.08	1	205	71	370	71	372	0.92	Succinyl-diaminopimelate desuccinylase		0
ARGE_MORAB	ARGE_MORAB	382	Peptidase_M20	-	207	1.9e-34	124.1	0.0	1	1	4.9e-37	2.5e-34	123.686752319336	0.02	1	206	74	377	74	378	0.91	Acetylornithine deacetylase		0
ILL9_ORYSJ	ILL9_ORYSJ	440	Peptidase_M20	-	207	2.3e-34	123.8	2.1	1	1	6.3e-37	3.3e-34	123.311859130859	2.15	1	204	112	428	112	431	0.90	IAA-amino acid hydrolase ILR1-like 9		0
DAPE_CAMHC	DAPE_CAMHC	367	Peptidase_M20	-	207	2.9e-34	123.5	0.0	1	1	6.8e-37	3.5e-34	123.207717895508	0.00	1	207	63	366	63	366	0.93	Succinyl-diaminopimelate desuccinylase		0
SCMP_BACSU	SCMP_BACSU	380	Peptidase_M20	-	207	3.4e-34	123.3	0.3	1	1	8.8e-37	4.5e-34	122.851188659668	0.28	1	205	69	372	69	373	0.92	N-acetylcysteine deacetylase	1ysj_A	0
DAPE_ANAMM	DAPE_ANAMM	381	Peptidase_M20	-	207	3.5e-34	123.2	0.0	1	1	8.5e-37	4.4e-34	122.892425537109	0.00	1	206	68	371	68	372	0.92	Succinyl-diaminopimelate desuccinylase		0
DAPE_ANAMF	DAPE_ANAMF	381	Peptidase_M20	-	207	3.5e-34	123.2	0.0	1	1	8.5e-37	4.4e-34	122.892425537109	0.00	1	206	68	371	68	372	0.92	Succinyl-diaminopimelate desuccinylase		0
P20D1_MOUSE	P20D1_MOUSE	503	Peptidase_M20	-	207	3.6e-34	123.2	0.0	1	1	1.1e-36	5.6e-34	122.559791564941	0.00	1	207	121	489	121	489	0.90	N-fatty-acyl-amino acid synthase/hydrolase PM20D1		0
YTNL_BACSU	YTNL_BACSU	416	Peptidase_M20	-	207	3.6e-34	123.2	0.2	1	1	9.4e-37	4.9e-34	122.748260498047	0.17	1	205	99	402	99	404	0.92	Uncharacterized hydrolase YtnL		0
DAPE_DINSH	DAPE_DINSH	379	Peptidase_M20	-	207	3.6e-34	123.2	0.5	1	1	9.1e-37	4.7e-34	122.802589416504	0.54	2	206	65	375	64	376	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE1_ALTMD	DAPE1_ALTMD	390	Peptidase_M20	-	207	3.7e-34	123.1	0.0	1	1	7.0e-36	3.6e-33	119.91032409668	0.01	1	205	72	385	72	387	0.90	Succinyl-diaminopimelate desuccinylase 1		0
ARGE_PROMH	ARGE_PROMH	387	Peptidase_M20	-	207	4.1e-34	123.0	0.0	1	1	1.0e-36	5.2e-34	122.648307800293	0.01	1	207	76	379	76	379	0.92	Acetylornithine deacetylase		0
CNDP2_PONAB	CNDP2_PONAB	475	Peptidase_M20	-	207	4.2e-34	123.0	0.0	1	1	1.0e-36	5.3e-34	122.618576049805	0.04	1	206	95	468	95	469	0.91	Cytosolic non-specific dipeptidase		0
ACY1B_RAT	ACY1B_RAT	408	Peptidase_M20	-	207	5.5e-34	122.6	0.1	1	1	1.6e-36	8.1e-34	122.03271484375	0.07	1	206	76	396	76	397	0.86	Aminoacylase-1B		0
DAPE_CAMC5	DAPE_CAMC5	365	Peptidase_M20	-	207	6.0e-34	122.5	0.0	1	1	1.4e-36	7.2e-34	122.190803527832	0.01	1	207	60	363	60	363	0.92	Succinyl-diaminopimelate desuccinylase		0
CBPS2_YEAST	CBPS2_YEAST	581	Peptidase_M20	-	207	6.2e-34	122.4	0.0	1	1	2.8e-36	1.5e-33	121.19832611084	0.00	1	206	166	573	166	574	0.92	Putative carboxypeptidase YOL153C		0
ILL7_ORYSJ	ILL7_ORYSJ	455	Peptidase_M20	-	207	7.1e-34	122.2	0.9	1	1	1.8e-36	9.2e-34	121.841117858887	0.90	1	205	127	442	127	444	0.89	IAA-amino acid hydrolase ILR1-like 7		0
ILL6_ARATH	ILL6_ARATH	464	Peptidase_M20	-	207	1.2e-33	121.5	0.7	1	1	2.9e-36	1.5e-33	121.137565612793	0.67	1	206	146	456	146	457	0.91	IAA-amino acid hydrolase ILR1-like 6		0
DAPE_CAMC1	DAPE_CAMC1	363	Peptidase_M20	-	207	1.2e-33	121.5	0.0	1	1	2.8e-36	1.5e-33	121.19775390625	0.00	1	207	59	361	59	361	0.92	Succinyl-diaminopimelate desuccinylase		0
ILL5_ORYSJ	ILL5_ORYSJ	426	Peptidase_M20	-	207	1.4e-33	121.2	1.0	1	1	3.7e-36	1.9e-33	120.805503845215	0.96	1	205	93	407	93	409	0.90	IAA-amino acid hydrolase ILR1-like 5		0
CNDP1_RAT	CNDP1_RAT	492	Peptidase_M20	-	207	1.6e-33	121.1	0.0	1	1	4.3e-36	2.2e-33	120.607154846191	0.01	1	205	103	475	103	477	0.89	Beta-Ala-His dipeptidase		0
ILL1_ORYSJ	ILL1_ORYSJ	442	Peptidase_M20	-	207	1.8e-33	120.9	0.3	1	1	4.6e-36	2.4e-33	120.482551574707	0.30	1	205	106	421	106	423	0.89	IAA-amino acid hydrolase ILR1-like 1		0
ARGE_MORPR	ARGE_MORPR	381	Peptidase_M20	-	207	2.1e-33	120.7	0.0	1	1	5.7e-36	2.9e-33	120.195686340332	0.02	1	206	74	376	74	377	0.92	Acetylornithine deacetylase		0
ILL1_ORYSI	ILL1_ORYSI	442	Peptidase_M20	-	207	2.2e-33	120.6	0.3	1	1	5.8e-36	3.0e-33	120.159660339355	0.26	1	205	106	421	106	423	0.89	IAA-amino acid hydrolase ILR1-like 1		0
DAPE_HELPJ	DAPE_HELPJ	388	Peptidase_M20	-	207	2.2e-33	120.6	0.0	1	1	5.8e-36	3.0e-33	120.173034667969	0.00	1	205	80	382	80	384	0.94	Succinyl-diaminopimelate desuccinylase		0
HYUC_PSESN	HYUC_PSESN	414	Peptidase_M20	-	207	2.8e-33	120.3	0.1	1	1	6.9e-36	3.6e-33	119.916145324707	0.13	1	205	79	410	79	412	0.95	N-carbamoyl-L-amino-acid hydrolase		0
Y1513_STAHJ	Y1513_STAHJ	383	Peptidase_M20	-	207	3.4e-33	120.0	0.2	1	1	8.0e-36	4.1e-33	119.71435546875	0.23	1	206	63	378	63	379	0.93	Uncharacterized hydrolase SH1513		0
DAPE_HELPY	DAPE_HELPY	383	Peptidase_M20	-	207	4.3e-33	119.6	0.0	1	1	9.9e-36	5.1e-33	119.407623291016	0.00	1	205	75	377	75	379	0.94	Succinyl-diaminopimelate desuccinylase		0
PEPVL_BACSU	PEPVL_BACSU	463	Peptidase_M20	-	207	5.5e-33	119.3	0.0	1	1	1.5e-35	7.8e-33	118.80753326416	0.02	4	206	84	459	81	460	0.93	Putative dipeptidase YtjP		0
DAPE_ARCB4	DAPE_ARCB4	366	Peptidase_M20	-	207	6.4e-33	119.1	0.1	1	1	1.5e-35	7.6e-33	118.860328674316	0.11	1	207	62	365	62	365	0.92	Succinyl-diaminopimelate desuccinylase		0
ILL8_ORYSJ	ILL8_ORYSJ	444	Peptidase_M20	-	207	9.0e-33	118.6	1.0	1	1	2.5e-35	1.3e-32	118.078422546387	0.98	1	203	116	432	116	436	0.86	IAA-amino acid hydrolase ILR1-like 8		0
CNDP1_MOUSE	CNDP1_MOUSE	492	Peptidase_M20	-	207	9.8e-33	118.5	0.0	1	1	2.5e-35	1.3e-32	118.083488464355	0.01	1	205	103	475	103	477	0.89	Beta-Ala-His dipeptidase		0
ILL1_ARATH	ILL1_ARATH	438	Peptidase_M20	-	207	1.2e-32	118.2	0.4	1	1	3.1e-35	1.6e-32	117.781425476074	0.38	1	205	107	418	107	420	0.89	IAA-amino acid hydrolase ILR1-like 1		0
Y1398_STAAM	Y1398_STAAM	383	Peptidase_M20	-	207	1.2e-32	118.2	0.1	1	1	2.8e-35	1.4e-32	117.952667236328	0.06	2	207	64	379	63	379	0.93	Uncharacterized hydrolase SAV1398		0
Y1230_STAAN	Y1230_STAAN	383	Peptidase_M20	-	207	1.2e-32	118.2	0.1	1	1	2.8e-35	1.4e-32	117.952667236328	0.06	2	207	64	379	63	379	0.93	Uncharacterized hydrolase SA1230		0
DAPE_HELPS	DAPE_HELPS	383	Peptidase_M20	-	207	1.3e-32	118.1	0.0	1	1	3.4e-35	1.8e-32	117.661109924316	0.00	1	206	75	378	75	379	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_HELPG	DAPE_HELPG	388	Peptidase_M20	-	207	1.6e-32	117.8	0.0	1	1	4.3e-35	2.2e-32	117.331771850586	0.00	1	206	80	383	80	384	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_HELP2	DAPE_HELP2	383	Peptidase_M20	-	207	1.6e-32	117.8	0.0	1	1	3.7e-35	1.9e-32	117.525215148926	0.00	1	205	75	377	75	379	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_GRABC	DAPE_GRABC	383	Peptidase_M20	-	207	1.7e-32	117.7	0.1	1	1	5.5e-35	2.9e-32	116.967109680176	0.07	1	205	64	374	64	375	0.91	Succinyl-diaminopimelate desuccinylase		0
DAPE_HELPH	DAPE_HELPH	383	Peptidase_M20	-	207	1.8e-32	117.6	0.0	1	1	4.1e-35	2.1e-32	117.379753112793	0.00	2	206	76	378	75	379	0.93	Succinyl-diaminopimelate desuccinylase		0
DUG1_SCHPO	DUG1_SCHPO	476	Peptidase_M20	-	207	1.9e-32	117.6	0.0	1	1	4.5e-35	2.4e-32	117.246459960938	0.02	1	206	95	469	95	470	0.90	Cys-Gly metallodipeptidase dug1		0
Y1433_STAAC	Y1433_STAAC	383	Peptidase_M20	-	207	1.9e-32	117.6	0.0	1	1	4.4e-35	2.3e-32	117.296691894531	0.05	2	207	64	379	63	379	0.93	Uncharacterized hydrolase SACOL1433		0
Y1253_STAAB	Y1253_STAAB	383	Peptidase_M20	-	207	1.9e-32	117.5	0.0	1	1	4.5e-35	2.3e-32	117.267395019531	0.04	2	207	64	379	63	379	0.93	Uncharacterized hydrolase SAB1253		0
HYUC_PAEAU	HYUC_PAEAU	412	Peptidase_M20	-	207	2.0e-32	117.5	1.0	1	1	5.5e-35	2.8e-32	116.989105224609	1.01	2	206	79	408	78	409	0.92	N-carbamoyl-L-amino-acid hydrolase		0
P20D1_HUMAN	P20D1_HUMAN	502	Peptidase_M20	-	207	2.1e-32	117.4	0.0	1	1	8.2e-35	4.2e-32	116.411911010742	0.00	1	207	121	488	121	488	0.88	N-fatty-acyl-amino acid synthase/hydrolase PM20D1		0
DAPE_HELAH	DAPE_HELAH	383	Peptidase_M20	-	207	2.2e-32	117.3	0.0	1	1	5.2e-35	2.7e-32	117.06876373291	0.00	1	205	75	377	75	379	0.92	Succinyl-diaminopimelate desuccinylase		0
Y1291_STAA3	Y1291_STAA3	383	Peptidase_M20	-	207	2.2e-32	117.3	0.1	1	1	5.2e-35	2.7e-32	117.062782287598	0.05	2	207	64	379	63	379	0.93	Uncharacterized hydrolase SAUSA300_1291		0
Y1286_STAAW	Y1286_STAAW	383	Peptidase_M20	-	207	2.2e-32	117.3	0.1	1	1	5.2e-35	2.7e-32	117.062782287598	0.05	2	207	64	379	63	379	0.93	Uncharacterized hydrolase MW1286		0
Y1399_STAA8	Y1399_STAA8	383	Peptidase_M20	-	207	2.2e-32	117.3	0.1	1	1	5.2e-35	2.7e-32	117.062782287598	0.05	2	207	64	379	63	379	0.93	Uncharacterized hydrolase SAOUHSC_01399		0
Y1339_STAAS	Y1339_STAAS	383	Peptidase_M20	-	207	2.2e-32	117.3	0.1	1	1	5.2e-35	2.7e-32	117.062782287598	0.05	2	207	64	379	63	379	0.93	Uncharacterized hydrolase SAS1339		0
ILL3_ORYSJ	ILL3_ORYSJ	417	Peptidase_M20	-	207	3.9e-32	116.5	2.5	1	1	1.2e-34	6.1e-32	115.905494689941	2.49	2	205	86	404	85	406	0.89	IAA-amino acid hydrolase ILR1-like 3		0
ILL2_ARATH	ILL2_ARATH	439	Peptidase_M20	-	207	4.5e-32	116.3	0.3	1	1	1.2e-34	6.4e-32	115.83226776123	0.30	1	205	108	419	108	421	0.91	IAA-amino acid hydrolase ILR1-like 2	2q43_A	0
ARGE_ECO55	ARGE_ECO55	383	Peptidase_M20	-	207	4.7e-32	116.3	0.0	1	1	1.3e-34	6.9e-32	115.725128173828	0.01	1	205	76	377	76	379	0.92	Acetylornithine deacetylase		0
ARGE_ECOBW	ARGE_ECOBW	383	Peptidase_M20	-	207	4.7e-32	116.3	0.0	1	1	1.3e-34	6.9e-32	115.725128173828	0.01	1	205	76	377	76	379	0.92	Acetylornithine deacetylase		0
ARGE_ECODH	ARGE_ECODH	383	Peptidase_M20	-	207	4.7e-32	116.3	0.0	1	1	1.3e-34	6.9e-32	115.725128173828	0.01	1	205	76	377	76	379	0.92	Acetylornithine deacetylase		0
ARGE_ECOLI	ARGE_ECOLI	383	Peptidase_M20	-	207	4.7e-32	116.3	0.0	1	1	1.3e-34	6.9e-32	115.725128173828	0.01	1	205	76	377	76	379	0.92	Acetylornithine deacetylase		0
ARGE_ECOLC	ARGE_ECOLC	383	Peptidase_M20	-	207	4.7e-32	116.3	0.0	1	1	1.3e-34	6.9e-32	115.725128173828	0.01	1	205	76	377	76	379	0.92	Acetylornithine deacetylase		0
Y1352_STAS1	Y1352_STAS1	385	Peptidase_M20	-	207	4.7e-32	116.3	0.1	1	1	1.1e-34	5.7e-32	115.997734069824	0.14	2	206	64	377	63	378	0.92	Uncharacterized hydrolase SSP1352		0
YE48_SCHPO	YE48_SCHPO	596	Peptidase_M20	-	207	4.8e-32	116.2	0.0	1	1	1.6e-34	8.5e-32	115.430274963379	0.00	1	205	193	587	193	589	0.88	Uncharacterized carboxypeptidase C24C9.08		0
ARGE_ECO5E	ARGE_ECO5E	383	Peptidase_M20	-	207	4.8e-32	116.2	0.0	1	1	1.3e-34	6.9e-32	115.724067687988	0.02	1	205	76	377	76	379	0.92	Acetylornithine deacetylase		0
ARGE_ECO57	ARGE_ECO57	383	Peptidase_M20	-	207	4.8e-32	116.2	0.0	1	1	1.3e-34	6.9e-32	115.724067687988	0.02	1	205	76	377	76	379	0.92	Acetylornithine deacetylase		0
ARGE_ECOSE	ARGE_ECOSE	383	Peptidase_M20	-	207	4.8e-32	116.2	0.0	1	1	1.3e-34	6.9e-32	115.725128173828	0.01	1	205	76	377	76	379	0.92	Acetylornithine deacetylase		0
ARGE_ECO8A	ARGE_ECO8A	383	Peptidase_M20	-	207	4.8e-32	116.2	0.0	1	1	1.3e-34	6.9e-32	115.725128173828	0.01	1	205	76	377	76	379	0.92	Acetylornithine deacetylase		0
ARGE_ECOLU	ARGE_ECOLU	383	Peptidase_M20	-	207	4.8e-32	116.2	0.0	1	1	1.3e-34	6.9e-32	115.72590637207	0.01	1	205	76	377	76	379	0.92	Acetylornithine deacetylase		0
ARGE_ECO24	ARGE_ECO24	383	Peptidase_M20	-	207	4.9e-32	116.2	0.0	1	1	1.3e-34	6.9e-32	115.723365783691	0.01	1	205	76	377	76	379	0.92	Acetylornithine deacetylase		0
P2011_DANRE	P2011_DANRE	515	Peptidase_M20	-	207	4.9e-32	116.2	0.0	1	1	1.2e-34	6.2e-32	115.864295959473	0.00	1	207	136	504	136	504	0.89	N-fatty-acyl-amino acid synthase/hydrolase PM20D1.1		0
Y100_SYNY3	Y100_SYNY3	393	Peptidase_M20	-	207	5.1e-32	116.2	0.2	1	1	1.2e-34	6.4e-32	115.840103149414	0.19	1	201	73	380	73	386	0.91	Probable hydrolase sll0100		0
ARGE_SHIDS	ARGE_SHIDS	383	Peptidase_M20	-	207	5.1e-32	116.1	0.0	1	1	1.3e-34	6.9e-32	115.725234985352	0.01	1	205	76	377	76	379	0.92	Acetylornithine deacetylase		0
ARGE_PHOLL	ARGE_PHOLL	385	Peptidase_M20	-	207	5.8e-32	116.0	0.0	1	1	1.4e-34	7.3e-32	115.648155212402	0.01	1	206	76	378	76	379	0.92	Acetylornithine deacetylase		0
ARGE_SHIBS	ARGE_SHIBS	383	Peptidase_M20	-	207	6.1e-32	115.9	0.0	1	1	1.8e-34	9.2e-32	115.309959411621	0.01	1	204	76	376	76	379	0.91	Acetylornithine deacetylase		0
Y588_HAEIN	Y588_HAEIN	411	Peptidase_M20	-	207	6.3e-32	115.9	0.1	1	1	1.6e-34	8.2e-32	115.476867675781	0.08	1	206	75	405	75	406	0.95	Uncharacterized hydrolase HI_0588		0
ARGE_YERPE	ARGE_YERPE	389	Peptidase_M20	-	207	7.1e-32	115.7	0.0	1	1	1.8e-34	9.2e-32	115.308799743652	0.02	1	205	81	382	81	384	0.92	Acetylornithine deacetylase		0
ARGE_YERP3	ARGE_YERP3	389	Peptidase_M20	-	207	7.1e-32	115.7	0.0	1	1	1.8e-34	9.2e-32	115.308799743652	0.02	1	205	81	382	81	384	0.92	Acetylornithine deacetylase		0
ARGE_YERPS	ARGE_YERPS	389	Peptidase_M20	-	207	7.1e-32	115.7	0.0	1	1	1.8e-34	9.2e-32	115.308799743652	0.02	1	205	81	382	81	384	0.92	Acetylornithine deacetylase		0
ARGE_SHIB3	ARGE_SHIB3	383	Peptidase_M20	-	207	8.7e-32	115.4	0.0	1	1	2.5e-34	1.3e-31	114.822807312012	0.01	1	204	76	376	76	379	0.91	Acetylornithine deacetylase		0
ARGE_ECOHS	ARGE_ECOHS	383	Peptidase_M20	-	207	8.7e-32	115.4	0.0	1	1	2.5e-34	1.3e-31	114.823532104492	0.01	1	204	76	376	76	379	0.91	Acetylornithine deacetylase		0
ARGE_SHIF8	ARGE_SHIF8	383	Peptidase_M20	-	207	9.0e-32	115.3	0.0	1	1	2.5e-34	1.3e-31	114.822441101074	0.01	1	204	76	376	76	379	0.91	Acetylornithine deacetylase		0
